# Output: /home/hpc/capm/mppi005h/geant4_Rey_Dez_2016/Seventh/Analysis/Judith/RawData_Run_8_4.txt
# Particle Type: alpha
# Alpha Source is used with Pu239 (4.15 MeV), Am241 (4.48 MeV) and Cm244 (4.8 MeV).
# Cut Value: 0.001 mm 
# NEST_Factor: 1
# Scintillation Yield: 1
# Copper Reflectivity: 0.8 Aluminum Reflectivity: 0.4
# Pressure in Gas (if gas was used): 0.9
# Detectormedium: GASEOUS Xenon
# SiPM x-Position :2.05
#SiPM_Efficiency = 1 -  PMT_Efficiency = 1
# Photons || Electrons || SiPM Hits || PMT Hits || particleEnergy 

116695	536	461	7084	5.23427
128204	684	517	10995	5.75417
21052	322	74	1008	5.24904
121558	615	479	8051	5.4651
123545	623	566	7393	5.54809
13646	303	40	601	5.62775
114062	512	500	7218	5.12598
12717	314	49	661	5.47447
125094	639	743	8759	5.61429
125772	614	544	9193	5.65181
123775	592	552	9388	5.55575
122924	584	569	6422	5.51738
124966	649	595	6544	5.5888
11669	268	47	549	5.32
17717	327	61	803	5.47771
123440	597	748	7768	5.53851
121738	594	418	8125	5.45888
115532	585	694	7404	5.18412
123398	594	636	7562	5.51845
129486	666	655	7203	5.81423
121783	607	497	10599	5.45489
115263	545	427	7596	5.17282
18703	309	74	853	5.52749
124107	620	506	6442	5.56422
116246	535	588	6755	5.21295
127161	665	569	9395	5.71834
125279	632	644	6799	5.62264
122471	582	647	7314	5.49934
13601	297	56	614	5.27496
114414	518	415	6909	5.13362
121165	625	759	7849	5.4325
115237	532	477	7262	5.16751
23152	311	83	1214	5.23641
113879	490	450	5884	5.10466
16530	277	57	788	4.98838
13870	319	39	650	5.50355
10565	279	38	515	5.17587
9596	242	49	451	5.18775
116959	569	485	6887	5.23612
127122	647	558	6696	5.70169
122888	624	537	10357	5.50591
14468	319	55	693	5.48654
122223	588	562	9579	5.49389
116200	557	503	7822	5.2268
114813	530	617	6262	5.1447
12625	303	51	610	5.33278
16641	355	61	808	5.64658
20564	333	55	1095	5.10395
123790	604	784	7854	5.5618
15535	298	60	715	5.20915
113888	523	586	5962	5.11099
120957	581	534	6831	5.43667
116180	530	477	6404	5.19443
11103	325	30	524	5.85469
124689	611	509	8432	5.5825
123533	635	472	8922	5.5397
123990	617	467	8861	5.56459
114692	517	608	8296	5.15394
11014	272	33	527	5.40208
115902	553	525	6136	5.21544
122684	582	497	6688	5.49677
116948	547	511	9034	5.23576
114836	551	530	6349	5.18645
115301	559	674	7373	5.18643
131411	682	787	10076	5.90383
120021	552	590	8595	5.3709
116525	544	501	7753	5.23029
115541	562	487	7056	5.18798
125078	628	609	8753	5.59215
115952	544	564	6077	5.20357
122712	624	559	10380	5.49234
20906	307	78	920	5.2021
116256	514	507	8418	5.20365
17848	295	60	803	5.19016
121253	562	506	6526	5.451
114802	482	490	6161	5.13029
112533	493	520	6040	5.0582
125023	624	588	6759	5.61563
123071	622	508	8163	5.52729
122144	614	646	6847	5.44883
128387	672	568	7679	5.76604
123266	627	534	7390	5.50695
15645	333	60	756	5.6347
118037	566	613	9447	5.30122
19514	294	68	891	5.15864
124770	634	806	7757	5.59449
124052	634	711	7393	5.5714
129270	666	534	8070	5.80652
16005	334	69	811	5.87928
122849	618	516	6804	5.51549
121416	575	502	9296	5.44723
114643	513	487	8384	5.16252
18194	306	58	873	5.17231
130535	659	581	7673	5.86052
116022	528	482	7529	5.19257
130847	678	671	12048	5.86345
124577	602	728	7513	5.59094
10552	350	34	503	5.90824
11360	275	52	500	5.14231
16156	329	52	756	5.5886
114134	525	611	7232	5.10171
123470	624	511	7018	5.54562
130203	654	576	8503	5.83007
125619	605	773	8153	5.61348
114799	520	495	6413	5.16034
123726	638	590	7459	5.55705
121079	573	476	7114	5.44653
123421	592	692	6752	5.52136
117515	535	568	6732	5.2701
23983	374	97	1141	5.47932
121836	585	464	9238	5.4708
120529	570	471	10127	5.42907
122343	590	464	6997	5.45799
116256	560	561	8724	5.21467
130003	692	625	11043	5.82524
10381	279	24	478	5.45134
15445	323	52	683	5.52586
121535	603	455	9429	5.48021
