# Output: /home/hpc/capm/mppi005h/geant4_Rey_Dez_2016/Seventh/Analysis/Judith/RawData_Run_9_10.txt
# Particle Type: alpha
# Alpha Source is used with Pu239 (4.15 MeV), Am241 (4.48 MeV) and Cm244 (4.8 MeV).
# Cut Value: 0.001 mm 
# NEST_Factor: 1
# Scintillation Yield: 1
# Copper Reflectivity: 0.9 Aluminum Reflectivity: 1
# Pressure in Gas (if gas was used): 0.9
# Detectormedium: GASEOUS Xenon
# SiPM x-Position :2.05
#SiPM_Efficiency = 1 -  PMT_Efficiency = 1
# Photons || Electrons || SiPM Hits || PMT Hits || particleEnergy 

115208	526	707	10504	5.1798
10180	241	85	1043	5.1445
13476	268	80	1193	5.13
12987	269	74	1152	5.13625
114250	513	939	11662	5.15423
127623	644	896	13917	5.73979
114169	532	868	11179	5.13821
115532	513	704	12268	5.18957
123653	611	819	10517	5.53597
14706	316	92	1492	5.45444
114544	553	744	10431	5.14352
13114	300	86	1110	5.53904
123513	606	877	13455	5.5329
113869	534	672	10705	5.13272
117561	518	990	11862	5.26425
122764	599	710	10379	5.51501
123415	617	1035	13130	5.55324
122373	615	829	9966	5.50003
115484	552	912	10958	5.18028
123490	598	770	14291	5.52175
13828	279	84	1121	5.32133
115003	528	802	12149	5.17727
125862	641	896	12758	5.64219
123514	600	798	10052	5.58896
114477	518	869	10951	5.1351
116418	544	806	11120	5.19749
121638	642	760	12684	5.46818
120857	559	796	9650	5.40693
120006	581	712	10190	5.37674
123195	600	898	11166	5.53104
115399	523	737	11081	5.17546
118170	585	818	9710	5.30978
16797	289	106	1485	5.27127
10966	325	75	933	5.83731
124214	625	871	10760	5.57108
116037	552	889	12662	5.19173
16893	294	106	1507	5.19283
113274	516	774	9614	5.10781
16681	294	100	1406	5.15222
131039	696	912	11102	5.8619
11010	291	94	1076	5.42278
124858	637	904	11478	5.58094
123994	604	888	13159	5.55037
123181	591	973	12637	5.52049
124015	612	832	10061	5.55679
10810	274	64	960	5.24288
115981	535	696	10578	5.20364
16427	328	111	1410	5.34154
132657	692	967	11704	5.94563
131401	663	1033	10807	5.90749
21072	344	137	1847	5.5097
123487	609	930	10519	5.52773
21557	331	154	1928	5.31855
130399	635	923	10597	5.86798
120960	604	804	9994	5.43011
112252	502	926	9975	5.04145
115914	551	936	10756	5.19844
125373	606	910	11034	5.62412
116891	548	807	9838	5.26363
21817	350	154	2156	5.58101
129406	663	865	10479	5.78413
121745	589	775	10204	5.45954
10585	328	97	1089	5.85464
127025	634	826	10570	5.66884
126194	646	1031	12167	5.67425
120921	592	849	11384	5.42421
129012	670	920	10766	5.79402
115087	539	822	9815	5.15852
124627	610	815	10090	5.57637
121051	559	888	10582	5.43297
121454	576	790	13152	5.43386
115290	526	751	9909	5.1743
120911	617	946	10242	5.45235
124030	642	901	10148	5.54984
9590	266	59	845	5.48989
123457	619	895	10192	5.56863
120659	607	860	11545	5.41736
121556	598	940	10108	5.45814
12907	289	99	1261	5.52642
121194	601	814	10192	5.44603
116719	559	842	12074	5.24425
118834	598	952	13272	5.34109
117174	589	1056	11707	5.25773
115538	540	748	9740	5.1792
16894	281	124	1540	5.07726
123050	597	819	10073	5.50498
11409	309	93	1185	5.46841
129681	675	770	12370	5.81198
