# Output: /home/hpc/capm/mppi005h/geant4_Rey_Dez_2016/Seventh/Analysis/Judith/RawData_Run_4_4.txt
# Particle Type: alpha
# Alpha Source is used with Pu239 (4.15 MeV), Am241 (4.48 MeV) and Cm244 (4.8 MeV).
# Cut Value: 0.001 mm 
# NEST_Factor: 1
# Scintillation Yield: 1
# Copper Reflectivity: 0.4 Aluminum Reflectivity: 0.4
# Pressure in Gas (if gas was used): 0.9
# Detectormedium: GASEOUS Xenon
# SiPM x-Position :2.05
#SiPM_Efficiency = 1 -  PMT_Efficiency = 1
# Photons || Electrons || SiPM Hits || PMT Hits || particleEnergy 

121477	601	330	6305	5.47556
123920	596	411	4771	5.53517
114462	506	283	6443	5.12856
129298	671	302	4244	5.81677
118464	562	346	4994	5.29071
19619	298	40	704	5.49024
9611	280	20	305	5.43713
11750	279	35	401	5.17111
15812	257	38	507	5.10822
27140	370	66	960	5.17289
123961	596	298	7833	5.56838
10109	293	31	329	5.42416
115893	553	394	4474	5.2179
17479	283	37	551	5.13714
12371	280	30	424	5.32441
10043	299	35	320	5.5477
121833	581	341	5126	5.46237
117034	574	379	4682	5.24435
130832	709	411	6169	5.87681
113022	485	425	3700	5.07465
9969	346	25	341	5.86628
128039	667	294	6546	5.7602
123085	595	481	4235	5.52584
12942	292	32	431	5.56554
121097	551	443	3706	5.43897
116216	589	311	5906	5.17888
114720	510	346	5179	5.15077
122260	597	290	5598	5.47879
115928	547	310	3952	5.18348
115765	542	247	5129	5.19873
123606	611	377	5341	5.54041
122750	614	358	3909	5.50646
120111	591	316	6132	5.37791
123659	642	340	7684	5.57073
122301	611	293	5010	5.49492
127767	635	464	3883	5.73969
112890	525	301	3608	5.0752
116965	534	343	3507	5.22923
124107	640	326	3950	5.56315
114542	557	447	3804	5.1287
114023	526	433	4215	5.1272
16307	313	32	556	5.56607
122268	573	313	4885	5.47296
114064	528	320	3976	5.10625
129626	622	418	4122	5.80329
125574	636	296	4056	5.64325
115865	555	326	3971	5.19681
123313	628	277	7552	5.52749
114972	538	310	3695	5.15461
129636	657	402	6436	5.82525
123667	609	352	4975	5.53979
13659	314	27	451	5.5857
115220	536	303	3869	5.20198
115641	541	286	4982	5.18952
123053	594	398	3822	5.50319
123284	597	288	6245	5.53072
16514	300	55	569	5.20903
121975	619	354	6435	5.49158
123566	628	426	4554	5.56416
120999	594	314	5040	5.46791
11696	294	35	399	5.22779
123131	578	356	3899	5.53417
115373	512	325	5911	5.16682
121347	601	291	4155	5.44565
124353	645	398	3568	5.57226
116517	566	330	6382	5.25429
115562	498	314	3534	5.17454
116727	549	271	4258	5.22846
122503	594	369	5412	5.49605
115635	564	289	6883	5.19266
117915	529	480	3887	5.28097
116242	553	452	3968	5.21786
122141	601	378	5209	5.4979
121270	583	283	7570	5.44372
124909	611	303	5328	5.5935
123815	620	362	5263	5.55531
115172	545	305	4343	5.1663
120982	603	453	4311	5.42536
128163	686	292	6364	5.76717
114388	514	311	6347	5.12143
120991	584	593	4091	5.46306
15921	315	25	553	5.46375
114918	549	276	5291	5.14704
115033	520	314	3648	5.15981
129693	662	321	3628	5.82538
130002	682	427	3910	5.83483
18222	343	49	647	5.53588
122307	620	343	4116	5.506
122087	629	296	5083	5.49371
121547	565	285	4925	5.47348
123207	609	471	3679	5.53545
124737	609	292	6277	5.61652
124365	582	313	7939	5.56737
123937	633	521	4084	5.58498
123170	616	282	6036	5.53413
115503	551	295	5998	5.15574
115142	529	288	4686	5.15558
113270	512	300	4706	5.09076
118233	601	303	3913	5.31086
114363	523	440	3683	5.13201
128611	644	319	7381	5.75244
9198	244	29	296	5.14994
116427	541	254	5264	5.21261
123282	592	255	7326	5.52147
10004	269	31	330	5.21205
121843	609	317	6175	5.46872
129865	670	481	4127	5.82807
114218	542	276	5324	5.12066
