# Output: /home/hpc/capm/mppi005h/geant4_Rey_Dez_2016/Seventh/Analysis/Judith/RawData_Run_4_5.txt
# Particle Type: alpha
# Alpha Source is used with Pu239 (4.15 MeV), Am241 (4.48 MeV) and Cm244 (4.8 MeV).
# Cut Value: 0.001 mm 
# NEST_Factor: 1
# Scintillation Yield: 1
# Copper Reflectivity: 0.4 Aluminum Reflectivity: 0.5
# Pressure in Gas (if gas was used): 0.9
# Detectormedium: GASEOUS Xenon
# SiPM x-Position :2.05
#SiPM_Efficiency = 1 -  PMT_Efficiency = 1
# Photons || Electrons || SiPM Hits || PMT Hits || particleEnergy 

114585	528	255	4420	5.14305
123165	594	354	6048	5.53624
121110	589	416	4188	5.4482
124516	604	319	4559	5.58291
121924	600	337	4869	5.47388
15253	305	39	570	5.47817
117521	587	280	5533	5.25951
123735	617	339	6016	5.55559
123095	557	315	6332	5.51323
129555	659	520	4198	5.79779
122455	587	454	4039	5.49657
14452	345	33	578	5.81596
11813	275	43	443	5.19021
113524	533	295	4566	5.09831
121585	605	348	3918	5.4496
126554	653	537	4575	5.66177
123190	621	347	6720	5.5569
14492	322	41	487	5.47192
122106	609	331	4553	5.4704
123021	633	441	4127	5.50391
112447	515	422	4227	5.06222
114457	535	299	5003	5.12834
128807	682	410	4012	5.77143
127609	672	323	5297	5.72447
129918	701	370	4367	5.84785
15074	277	40	564	5.26236
123955	633	308	8711	5.55723
124204	593	413	4125	5.57007
18385	311	53	706	5.26657
123786	620	350	7153	5.56511
15916	318	53	599	5.23623
128690	668	535	4412	5.78445
114654	536	304	4590	5.15589
123232	626	283	5912	5.52295
121805	606	537	4056	5.46387
131548	694	661	4648	5.8892
17915	303	35	696	5.11108
11195	277	29	416	5.13682
117052	531	422	3826	5.26179
121634	606	308	4471	5.46991
122696	606	538	4427	5.51627
121148	574	324	5790	5.41488
124513	610	419	4129	5.59891
10605	268	30	384	5.1438
12841	297	23	460	5.5022
126558	636	366	6878	5.69179
115141	550	314	5797	5.17127
112770	501	414	3953	5.05666
121714	552	489	4432	5.44024
122710	603	313	5383	5.52245
9436	294	15	369	5.47481
122675	597	394	5524	5.51602
123705	622	329	4118	5.57054
124521	629	373	4403	5.59604
114371	505	432	4000	5.13253
22217	315	45	847	5.14618
114471	549	390	3914	5.13682
114125	497	357	4264	5.11056
14442	323	40	516	5.77384
116469	526	409	4029	5.22932
9840	279	17	371	5.44286
